no.;code;fragebogen;entry TBS;deputat FBS;deputat Vollzeit FBS;jobscope FBS;Übereinstimmung jobscope;Arbeitszeit TBS;Arbeitszeit WR;Arbeitszeit FBS;deputat;deputat_full;jobscope;jobscope FBS2;jobscope TBS;Spalte1;age_tbs;age_fbs;age_Übereinstimmung;age;gender_tbs;gender_fbs;Änderung gender;gender
141;EH1V38XMDC;1;72,00;18,00;25,00;72,00;1;#BEZUG!;#BEZUG!;50,00;18,00;25,00;72,00;Nein;;Prüfen;38;39;1;39;1;2;;1
142;EHRUX61231;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;40;41;1;41;2;1;;2
143;EL7H9D4GB6;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;55,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;40;41;1;41;2;1;;2
144;EMY6RKWZAH;2;90,00;Leitungsfunktion;Leitungsfunktion;90,00;1;#BEZUG!;#BEZUG!;41,00;Leitungsfunktion;Leitungsfunktion;90,00;Nein;;Prüfen;54;55;1;55;1;2;;1
145;EN3YMP17XC;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;57;58;1;58;1;2;;1
146;EPSKYM3U4W;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;50,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;44;45;1;45;2;1;;2
147;EQXAQXX48W;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;38,00;25,00;25,00;100,00;Nein;;Prüfen;44;45;1;45;1;2;;1
148;EUPKESVG7A;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;44,00;25,00;25,00;100,00;Nein;;Prüfen;55;56;1;56;2;1;;2
149;EXZAF4HWMM;1;100,00;24,00;25,00;96,00;0;#BEZUG!;#BEZUG!;40,00;?;?;?;Nein;;Prüfen;31;31;0;31;1;2;;1
150;EY4HRSEZRH;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;32;33;1;33;2;1;;2
151;F3XUPSAP7R;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;54,00;20,00;25,00;80,00;Nein;;Prüfen;33;33;0;33;1;2;;1
152;F9L52HPX88;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,00;25,00;25,00;100,00;Nein;;Prüfen;28;29;1;29;2;1;;2
153;FAALAQ4P3L;1;"86; 100";25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,25;?;?;100,00;#WERT!;;#WERT!;36;37;1;37;2;1;;2
154;FB26B8B7FE;1;72,00;18,00;25,00;72,00;1;#BEZUG!;#BEZUG!;40,00;18,00;25,00;72,00;Nein;;Prüfen;44;45;1;45;1;2;;1
155;FD4NHHEL4Y;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;33,00;20,00;25,00;80,00;Nein;;Prüfen;52;54;2;54;1;2;;1
156;FFB3945BA6;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;50,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;48;48;0;48;2;1;;2
157;FRWEKSY6NE;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;40,00;25,00;25,00;100,00;Nein;;Prüfen;51;52;1;52;1;2;;1
158;FS799TLF7C;1;88,00;22,00;25,00;88,00;1;#BEZUG!;#BEZUG!;51,50;22,00;25,00;88,00;Nein;;Prüfen;34;34;0;34;1;2;;1
159;FSQXPUYSGR;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;52,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;42;43;1;43;2;1;;2
160;FW9A9SYHXE;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;33;34;1;34;1;2;;1
161;FWQ1WULK1P;1;100,00;27,00;27,00;100,00;1;#BEZUG!;#BEZUG!;50,00;27,00;27,00;100,00;Nein;;Prüfen;37;37;0;37;2;1;;2
162;G1PLRHPR8K;1;60,00;15,00;25,00;60,00;1;#BEZUG!;#BEZUG!;45,00;15,00;25,00;60,00;Nein;;Prüfen;57;57;0;57;1;2;;1
163;G1US8TE8WN;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;41,00;25,00;25,00;100,00;Nein;;Prüfen;34;34;0;34;2;1;;2
164;G4YQ45CQFY;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;37;38;1;38;1;2;;1
165;G5W8H6B348;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;32,75;25,00;25,00;100,00;Nein;;Prüfen;37;38;1;38;1;2;;1
166;GE7QV1V1UV;1;100,00;23,00;25,00;92,00;0;#BEZUG!;#BEZUG!;45,00;?;?;?;Nein;;Prüfen;37;37;0;37;1;2;;1
167;GHG2DSYSD7;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;65,00;25,00;25,00;100,00;Nein;;Prüfen;48;48;0;48;1;2;zuvor m in FBS;1
168;GLQL26LMDL;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;33;34;1;34;2;1;;2
169;GS1PNH1167;1;60,00;15,00;25,00;60,00;1;#BEZUG!;#BEZUG!;22,00;15,00;25,00;60,00;Nein;;Prüfen;38;39;1;39;1;2;;1
170;GXE815PM55;1;92,00;20,00;25,00;80,00;0;#BEZUG!;#BEZUG!;38,00;?;?;?;80,00;;Nein;31;32;1;32;1;2;;1
171;GXT4RPP6DA;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;52,00;25,00;25,00;100,00;Nein;;Prüfen;54;55;1;55;2;1;;2
172;GZ54S14PS2;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;35,00;25,00;25,00;100,00;Nein;;Prüfen;44;45;1;45;1;2;;1
173;GZEQ2ZUZCY;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;57;57;0;57;2;1;;2
174;H3P69DCSW1;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;40,00;25,00;25,00;100,00;Nein;;Prüfen;43;43;0;43;2;1;;2
175;H5LRMNUK63;1;80,00;22,00;25,00;88,00;0;#BEZUG!;#BEZUG!;35,00;?;?;?;Nein;;Prüfen;38;39;1;39;2;1;;2
176;H7ZFK9RZ2D;1;"23; 92";25,00;25,00;100,00;0;#BEZUG!;#BEZUG!;45,00;?;?;?;#WERT!;;#WERT!;34;35;1;35;1;2;;1
177;HD4BMGW4AH;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;56,00;25,00;25,00;100,00;Nein;;Prüfen;50;50;0;50;1;2;;1
178;HE8UMUSBPK;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;47,00;25,00;25,00;100,00;Nein;;Prüfen;52;54;2;54;1;2;;1
179;HLHN561PH6;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;53;54;1;54;2;1;;2
180;HMLQM4P1K1;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;42,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;52;54;2;54;1;2;;1
181;HN6XZSHD1Z;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;50;50;0;50;2;1;;2
182;HQA4ZLZWWA;1;50,00;14,00;27,00;51,85;0;#BEZUG!;#BEZUG!;32,00;?;?;?;Nein;;Prüfen;50;50;0;50;1;2;;1
183;HTTPRVPCWQ;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;58;59;1;59;2;1;;2
184;HUQ9ME2FWQ;1;84,00;21,00;25,00;84,00;1;#BEZUG!;#BEZUG!;37,00;21,00;25,00;84,00;Nein;;Prüfen;32;33;1;33;1;2;;1
185;HZ8B6Z6SCS;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;37,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;55;56;1;56;1;2;;1
186;K1C2LNLSTU;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;48,00;25,00;25,00;100,00;Nein;;Prüfen;29;30;1;30;1;2;;1
187;K3PNL2K6QD;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;49;50;1;50;1;2;;1
188;K51QXZBWVB;1;64,00;16,00;25,00;64,00;1;#BEZUG!;#BEZUG!;35,00;16,00;25,00;64,00;Nein;;Prüfen;39;39;0;39;1;2;;1
189;K5QAWULQ5N;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;30;30;0;30;1;2;;1
190;K5VTDRV5EY;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;55;55;0;55;2;1;;2
191;K6ZVCUGZ7E;1;100,00;28,00;28,00;100,00;1;#BEZUG!;#BEZUG!;45,00;28,00;28,00;100,00;Nein;;Prüfen;49;49;0;49;2;1;;2
192;K7LWV2VTB8;1;100,00;27,00;28,00;96,43;0;#BEZUG!;#BEZUG!;47,00;?;?;?;Nein;;Prüfen;37;38;1;38;1;2;;1
193;K91G9R2X1X;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;55;56;1;56;2;1;;2
194;KBDSC4Y4DW;1;64,00;16,00;25,00;64,00;1;#BEZUG!;#BEZUG!;35,00;16,00;25,00;64,00;Nein;;Prüfen;60;60;0;60;1;2;;1
195;KN6T4YP9SB;1;"87; 93";22,00;25,00;88,00;0;#BEZUG!;#BEZUG!;65,00;?;?;?;#WERT!;;#WERT!;31;31;0;31;1;2;;1
196;KNHXAW2H5M;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;34,00;20,00;25,00;80,00;Nein;;Prüfen;53;54;1;54;2;1;;2
197;KR3NRNREXF;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;33;34;1;34;1;2;;1
198;KSZT7QEC7G;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,00;25,00;25,00;100,00;Nein;;Prüfen;36;37;1;37;1;2;;1
199;KYBU7M19DN;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;48,00;25,00;25,00;100,00;Nein;;Prüfen;58;59;1;59;2;1;;2
200;L13K1VAYMM;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;39;40;1;40;1;2;;1
201;L1PS7WLD23;1;52,00;13,00;25,00;52,00;1;#BEZUG!;#BEZUG!;28,00;13,00;25,00;52,00;Nein;;Prüfen;52;52;0;52;1;2;;1
202;L4Q81GMDPS;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;53;54;1;54;2;1;;2
203;L853VWMVSQ;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;60,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;38;39;1;39;2;1;;2
204;L93EP8VFEY;1;25,00;16,00;25,00;64,00;1;#BEZUG!;#BEZUG!;30,00;?;?;64,00;64,00;;Nein;39;40;1;40;1;2;;1
205;LB4ZW64LRC;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;47;48;1;48;1;2;;1
206;LC324YPPY7;1;88,00;22,00;25,00;88,00;1;#BEZUG!;#BEZUG!;49,00;22,00;25,00;88,00;Nein;;Prüfen;30;31;1;31;2;1;;2
207;LE93VMFZRK;1;100,00;22,00;25,00;88,00;0;#BEZUG!;#BEZUG!;50,00;?;?;?;88,00;;Nein;32;33;1;33;1;2;;1
208;LFUXY2CS6Z;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;40,00;20,00;25,00;80,00;Nein;;Prüfen;53;54;1;54;1;2;;1
209;LHE84CZ2BF;1;92,60;25,00;27,00;92,59;1;#BEZUG!;#BEZUG!;43,00;?;?;92,59;Nein;;Prüfen;54;55;1;55;2;1;;2
210;LM1CKB8DKG;1;84,00;21,00;25,00;84,00;1;#BEZUG!;#BEZUG!;55,00;21,00;25,00;84,00;Nein;;Prüfen;59;60;1;60;1;2;;1
211;LVZKXTLC5D;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;51,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;51;52;1;52;2;1;;2
212;LZUVCHL5EQ;1;75,00;16,00;25,00;64,00;0;#BEZUG!;#BEZUG!;40,00;?;?;?;64,00;;Nein;44;44;0;44;1;2;;1
213;M8C31CK1MM;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,00;25,00;25,00;100,00;Nein;;Prüfen;30;31;1;31;1;2;;1
214;M8FCGL2RVG;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;37,00;20,00;25,00;80,00;Nein;;Prüfen;53;54;1;54;1;2;;1
215;MBYTPK8U17;1;"60; 62";17,50;28,00;62,50;0;#BEZUG!;#BEZUG!;32,00;?;?;?;#WERT!;;#WERT!;54;55;1;55;1;2;;1
216;MG5U4SWQ7X;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;32;32;0;32;2;1;;2
217;MPL5LM51DW;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;40,00;25,00;25,00;100,00;Nein;;Prüfen;56;56;0;56;2;1;;2
218;MSLH8V4EA5;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;44,00;25,00;25,00;100,00;Nein;;Prüfen;41;42;1;42;1;2;;1
219;MURRGLTY1F;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;47;48;1;48;1;2;;1
220;MYQHCRVQG8;1;70,00;20,00;25,00;80,00;0;#BEZUG!;#BEZUG!;35,00;?;?;?;Nein;;Prüfen;54;55;1;55;1;2;;1
221;MZF2L91PWU;1;50,00;13,00;25,00;52,00;0;#BEZUG!;#BEZUG!;30,00;?;?;?;Nein;;Prüfen;53;54;1;54;1;2;;1
222;N4BHD81AZQ;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;52,00;25,00;25,00;100,00;Nein;;Prüfen;33;34;1;34;1;2;;1
223;NEVD69ZMKS;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;58,00;25,00;25,00;100,00;Nein;;Prüfen;28;29;1;29;2;1;;2
224;NKHF5CZDMV;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;47;47;0;47;2;1;;2
225;NNYQXQTFDD;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;25,00;25,00;25,00;100,00;Nein;;Prüfen;53;54;1;54;1;2;;1
226;NQBHXBB6MB;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;36,00;25,00;25,00;100,00;Nein;;Prüfen;34;35;1;35;1;2;;1
227;NXGU64NDAQ;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;50,00;20,00;25,00;80,00;Nein;;Prüfen;38;38;0;38;1;2;;1
228;NZDSCKA9KY;1;68,00;17,00;25,00;68,00;1;#BEZUG!;#BEZUG!;48,00;17,00;25,00;68,00;Nein;;Prüfen;39;40;1;40;1;2;;1
229;NZL9RBGLRZ;1;56,00;13,00;25,00;52,00;0;#BEZUG!;#BEZUG!;31,50;?;?;?;Nein;;Prüfen;38;39;1;39;1;2;;1
230;P3PL6YQEFV;1;98,00;24,50;25,00;98,00;1;#BEZUG!;#BEZUG!;28,00;24,50;25,00;98,00;Nein;;Prüfen;29;30;1;30;1;2;;1
231;P6W6W7QGNN;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;44,00;25,00;25,00;100,00;Nein;;Prüfen;38;38;0;38;2;1;;2
232;P7UTVGATQP;2;75,00;Leitungsfunktion;Leitungsfunktion;74,00;0;#BEZUG!;#BEZUG!;47,00;?;?;?;Nein;;Prüfen;55;56;1;56;1;2;;1
233;PL3ELN6YCM;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;48,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;57;59;2;59;1;2;;1
234;PYSUEBPHP5;1;70,00;17,00;25,00;68,00;0;#BEZUG!;#BEZUG!;30,00;?;?;?;Nein;;Prüfen;57;58;1;58;1;2;;1
235;Q6L2LAAFGT;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;33;34;1;34;1;2;;1
236;Q6ZB96F44B;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;45,00;20,00;25,00;80,00;Nein;;Prüfen;55;56;1;56;1;2;;1
237;QBDTTHMCVZ;1;72,00;18,00;25,00;72,00;1;#BEZUG!;#BEZUG!;47,00;18,00;25,00;72,00;Nein;;Prüfen;41;42;1;42;1;2;;1
238;QCB8H2KTZ1;1;60,00;16,00;27,00;59,26;0;#BEZUG!;#BEZUG!;20,00;?;?;?;Nein;;Prüfen;46;46;0;46;1;2;;1
239;QGNT574X2F;2;88,00;Leitungsfunktion;Leitungsfunktion;88,00;1;#BEZUG!;#BEZUG!;41,00;Leitungsfunktion;Leitungsfunktion;88,00;Nein;;Prüfen;57;57;0;57;2;1;;2
240;QGQXUSFHVG;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;39,00;20,00;25,00;80,00;Nein;;Prüfen;52;52;0;52;1;2;;1
241;QLB6QEX54M;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;50;51;1;51;1;2;;1
242;QMYXUQYCWA;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;37;38;1;38;2;1;;2
243;QVXTSKD5SD;1;64,00;16,00;25,00;64,00;1;#BEZUG!;#BEZUG!;48,00;16,00;25,00;64,00;Nein;;Prüfen;53;54;1;54;1;2;;1
244;QW3YLL5E56;1;100,00;27,00;28,00;96,43;0;#BEZUG!;#BEZUG!;45,00;?;?;?;Nein;;Prüfen;49;50;1;50;2;1;;2
245;R29NV6RY2U;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;60,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;45;46;1;46;2;1;;2
246;R5DW8TSP2W;1;88,00;22,00;25,00;88,00;1;#BEZUG!;#BEZUG!;36,00;22,00;25,00;88,00;Nein;;Prüfen;35;36;1;36;1;2;;1
247;R89HQCH34X;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;40,00;25,00;25,00;100,00;Nein;;Prüfen;41;42;1;42;1;2;;1
248;R9VM9UWD6W;1;70,00;16,00;25,00;64,00;0;#BEZUG!;#BEZUG!;35,00;?;?;?;Nein;;Prüfen;36;36;0;36;1;2;;1
249;RMYF9RBG8Z;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;54,00;25,00;25,00;100,00;Nein;;Prüfen;27;28;1;28;1;2;;1
250;RQ6BGD3KT5;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;38,00;20,00;25,00;80,00;Nein;;Prüfen;50;51;1;51;1;2;;1
251;RSVWM1V2VD;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;51;51;0;51;2;1;;2
252;RTWN39BVSU;1;83,30;21,00;25,00;84,00;0;#BEZUG!;#BEZUG!;41,00;?;?;?;Nein;;Prüfen;52;54;2;54;1;2;;1
253;RTXB2N6FTB;1;100,00;27,00;27,00;100,00;1;#BEZUG!;#BEZUG!;60,00;27,00;27,00;100,00;Nein;;Prüfen;54;55;1;55;1;2;;1
254;RX747LDR17;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;57;58;1;58;2;1;;2
255;RXRQGMPAYK;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;37,50;25,00;25,00;100,00;Nein;;Prüfen;36;37;1;37;2;1;;2
256;RZWB3ZLTGA;1;60,00;15,00;25,00;60,00;1;#BEZUG!;#BEZUG!;40,00;15,00;25,00;60,00;Nein;;Prüfen;33;34;1;34;1;2;;1
257;SA3GMTLD35;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;52,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;54;55;1;55;1;2;;1
258;SBB2KCHZ78;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;33;33;0;33;2;1;;2
259;SMGF6EP1V6;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,00;25,00;25,00;100,00;Nein;;Prüfen;54;54;0;54;1;2;;1
260;SP2UYT6YZU;1;64,00;16,00;25,00;64,00;1;#BEZUG!;#BEZUG!;32,00;16,00;25,00;64,00;Nein;;Prüfen;46;47;1;47;1;2;;1
261;SRHWAQG1VZ;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;35,00;25,00;25,00;100,00;Nein;;Prüfen;53;54;1;54;2;1;;2
262;SSZVBCDFGG;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;41,00;25,00;25,00;100,00;Nein;;Prüfen;30;30;0;30;1;2;;1
263;SZUCUMXZQA;1;100,00;28,00;28,00;100,00;1;#BEZUG!;#BEZUG!;75,00;28,00;28,00;100,00;Nein;;Prüfen;57;58;1;58;2;1;;2
264;T1CNLTQ1MV;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;48,00;25,00;25,00;100,00;Nein;;Prüfen;39;40;1;40;1;2;;1
265;T2ZKC4BB8Z;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;37,00;25,00;25,00;100,00;Nein;;Prüfen;48;49;1;49;2;1;;2
266;T5369E5DAL;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;52,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;36;36;0;36;1;2;;1
267;T6DF1RQQ3V;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,00;25,00;25,00;100,00;Nein;;Prüfen;37;38;1;38;2;1;;2
268;TKVPS8PUTD;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;42,50;25,00;25,00;100,00;Nein;;Prüfen;31;32;1;32;1;2;;1
269;TN1CL3N8CB;1;72,00;18,00;25,00;72,00;1;#BEZUG!;#BEZUG!;45,00;18,00;25,00;72,00;Nein;;Prüfen;26;27;1;27;1;2;;1
270;TSK3GMGB5R;1;50,00;12,50;25,00;50,00;1;#BEZUG!;#BEZUG!;28,00;12,50;25,00;50,00;Nein;;Prüfen;36;37;1;37;2;1;;2
271;TW1CXEFBK5;1;75,00;18,00;25,00;72,00;0;#BEZUG!;#BEZUG!;37,00;?;?;?;Nein;;Prüfen;56;56;0;56;1;2;;1
272;TX1RZ3MYGN;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;43,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;44;45;1;45;2;1;;2
273;U1LNSGNFT4;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;47,00;25,00;25,00;100,00;Nein;;Prüfen;47;48;1;48;1;2;;1
274;U2K2GM8T74;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;38;39;1;39;1;2;;1
275;U79KMZGQ1K;1;56,00;14,00;25,00;56,00;1;#BEZUG!;#BEZUG!;33,00;14,00;25,00;56,00;Nein;;Prüfen;44;44;0;44;1;2;;1
276;UCZ2D3Z488;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;55,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;37;38;1;38;2;1;;2
277;UPP55XBDF6;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;59,00;25,00;25,00;100,00;Nein;;Prüfen;29;30;1;30;1;2;;1
278;UPX71XSU9Q;1;64,00;16,00;25,00;64,00;1;#BEZUG!;#BEZUG!;26,00;16,00;25,00;64,00;Nein;;Prüfen;48;48;0;48;1;2;;1
279;UQBAXX7V1H;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;32;33;1;33;1;2;;1
280;USWXHK5SVB;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;47,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;53;54;1;54;2;1;;2
281;UTVF8LAE7Z;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;48,00;25,00;25,00;100,00;Nein;;Prüfen;62;63;1;63;2;1;;2
282;UXER1MX23A;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;58,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;55;56;1;56;1;2;;1
283;V5PW9X1DAB;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;48,00;25,00;25,00;100,00;Nein;;Prüfen;34;35;1;35;2;1;;2
284;V7ES1FBHA6;1;100,00;27,00;27,00;100,00;1;#BEZUG!;#BEZUG!;65,00;27,00;27,00;100,00;Nein;;Prüfen;55;56;1;56;1;2;;1
285;V8HMWGENRK;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;29;30;1;30;1;2;;1
286;VGNLRE1L37;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;45;45;0;45;2;1;;2
287;VL3Z9GD78G;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;51,00;20,00;25,00;80,00;Nein;;Prüfen;58;59;1;59;2;1;;2
288;VMWZQ2FUXD;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;45,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;49;50;1;50;1;2;;1
